,,"45,041","34,44,81,898","62,664",,,"5,004","2,43,71,541","5,050",,
city,campaignCode,responders,sales,bills,abv,amv,redeemers,redeemers_Sales,redeemers_Bills,redeemers_ABV,redeemers_AMV
YAMUNANAGAR,ALT_BIRTH_19,1,6298,1,6298,6298,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,10892,1,10892,10892,0,0,0,0,0
Gurgaon,ALT_BIRTH_19,5,13027,5,2605,2605,1,2339,1,2339,2339
MEERUT,ALT_BIRTH_19,1,2599,1,2599,2599,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,66993,2,33496,66993,0,0,0,0,0
MEERUT,ALT_BIRTH_19,1,7598,2,3799,7598,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,12093,1,12093,12093,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,2799,1,2799,2799,0,0,0,0,0
GURUGRAM,ALT_BIRTH_19,1,1799,1,1799,1799,0,0,0,0,0
GOA,ALT_BIRTH_19,1,9496,2,4748,9496,0,0,0,0,0
NAGPUR,ALT_BIRTH_19,1,2799,1,2799,2799,0,0,0,0,0
INDORE,ALT_BIRTH_19,1,5991,1,5991,5991,0,0,0,0,0
LUCKNOW,ALT_BIRTH_19,2,3498,2,1749,1749,0,0,0,0,0
HYDERABAD,ALT_BIRTH_19,1,2399,1,2399,2399,0,0,0,0,0
CHANDIGARH,ALT_BIRTH_19,3,12892,3,4297,4297,0,0,0,0,0
AURANGABAD,ALT_BIRTH_19,1,11802,1,11802,11802,0,0,0,0,0
DELHI,ALT_BIRTH_19,1,18297,2,9148,18297,1,2799,1,2799,2799
NAGPUR,ALT_BIRTH_19,2,6998,2,3499,3499,0,0,0,0,0
RAIPUR,ALT_BIRTH_19,1,2800,1,2800,2800,0,0,0,0,0
LUDHIANA,ALT_BIRTH_19,1,15982,2,7991,15982,0,0,0,0,0
RAJAHMUNDRY,ALT_BIRTH_19,1,4087,1,4087,4087,0,0,0,0,0
PATNA,ALT_BIRTH_19,2,35326,2,17663,17663,0,0,0,0,0
SATNA,ALT_BIRTH_19,1,6094,1,6094,6094,0,0,0,0,0
KANPUR,ALT_BIRTH_19,2,7548,3,2516,3774,0,0,0,0,0
BRAHMAPUR,ALT_BIRTH_19,1,3299,1,3299,3299,0,0,0,0,0
BHIMAVARAM,ALT_BIRTH_19,2,12388,3,4129,6194,0,0,0,0,0
PURNIA,ALT_BIRTH_19,1,7697,2,3848,7697,0,0,0,0,0
AKOLA,ALT_BIRTH_19,1,11892,1,11892,11892,0,0,0,0,0
DELHI,ALT_BIRTH_19,2,21088,2,10544,10544,0,0,0,0,0
PANCHKULA,ALT_BIRTH_19,1,5490,1,5490,5490,0,0,0,0,0
ARRAH,ALT_BIRTH_19,1,3499,1,3499,3499,0,0,0,0,0
DARBHANGA,ALT_BIRTH_19,1,4495,1,4495,4495,0,0,0,0,0
PUNE,ALT_BIRTH_19,1,1999,1,1999,1999,0,0,0,0,0
LUCKNOW,ALT_BIRTH_19,1,6998,1,6998,6998,0,0,0,0,0
AGRA,ALT_BIRTH_19,1,5198,1,5198,5198,0,0,0,0,0
LUDHIANA,ALT_BIRTH_19,1,2895,1,2895,2895,0,0,0,0,0
VARANASI,ALT_BIRTH_19,1,2999,1,2999,2999,0,0,0,0,0
GHAZIABAD,ALT_BIRTH_19,1,3495,1,3495,3495,1,3495,1,3495,3495
PUNE,ALT_BIRTH_19,1,6840,1,6840,6840,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_19,1,11092,1,11092,11092,0,0,0,0,0
REWA,ALT_BIRTH_19,1,14957,3,4986,14957,0,0,0,0,0
TEZPUR,ALT_BIRTH_19,1,2599,1,2599,2599,0,0,0,0,0
GURUGRAM,ALT_BIRTH_19,1,11990,1,11990,11990,0,0,0,0,0
JABALPUR,ALT_BIRTH_19,1,2999,1,2999,2999,1,2999,1,2999,2999
DELHI,ALT_BIRTH_19,1,2797,1,2797,2797,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_19,1,2999,1,2999,2999,0,0,0,0,0
JAIPUR,ALT_BIRTH_19,2,9997,2,4998,4998,0,0,0,0,0
BHOPAL,ALT_BIRTH_19,1,7597,3,2532,7597,0,0,0,0,0
DEORIA,ALT_BIRTH_19,1,1994,1,1994,1994,0,0,0,0,0
KURNOOL,ALT_BIRTH_19,3,10085,3,3362,3362,0,0,0,0,0
KOLKATA,ALT_BIRTH_19,1,2999,1,2999,2999,1,2999,1,2999,2999
BASTI,ALT_BIRTH_19,1,6994,1,6994,6994,0,0,0,0,0
LUCKNOW,ALT_BIRTH_19,1,28896,1,28896,28896,0,0,0,0,0
BEED,ALT_BIRTH_19,1,5398,1,5398,5398,0,0,0,0,0
THANE,ALT_BIRTH_19,1,5798,1,5798,5798,0,0,0,0,0
Gurugram,ALT_BIRTH_19,1,22955,2,11478,22955,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,5190,1,5190,5190,0,0,0,0,0
LUCKNOW,ALT_BIRTH_19,1,5398,1,5398,5398,0,0,0,0,0
VARANASI,ALT_BIRTH_19,1,1998,1,1998,1998,0,0,0,0,0
HYDERABAD,ALT_BIRTH_19,1,2795,1,2795,2795,1,2795,1,2795,2795
MUMBAI,ALT_BIRTH_19,1,2799,1,2799,2799,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,1960,1,1960,1960,0,0,0,0,0
GORAKHPUR,ALT_BIRTH_19,1,4016,2,2008,4016,0,0,0,0,0
ONGOLE,ALT_BIRTH_19,1,2799,1,2799,2799,0,0,0,0,0
PATNA,ALT_BIRTH_19,1,28113,1,28113,28113,0,0,0,0,0
JODHPUR,ALT_BIRTH_19,1,6693,1,6693,6693,0,0,0,0,0
DELHI,ALT_BIRTH_19,1,4998,1,4998,4998,0,0,0,0,0
GANDHINAGAR,ALT_BIRTH_19,1,2595,1,2595,2595,0,0,0,0,0
BALLARI,ALT_BIRTH_19,1,2999,1,2999,2999,0,0,0,0,0
PATNA,ALT_BIRTH_19,1,2595,1,2595,2595,1,2595,1,2595,2595
LUDHIANA,ALT_BIRTH_19,1,16487,1,16487,16487,0,0,0,0,0
MUMBAI,ALT_BIRTH_19,1,6791,1,6791,6791,0,0,0,0,0
DHANBAD,ALT_BIRTH_19,1,11493,1,11493,11493,0,0,0,0,0
GWALIOR,ALT_BIRTH_19,1,5598,1,5598,5598,0,0,0,0,0
HYDERABAD,ALT_BIRTH_19,1,37484,1,37484,37484,0,0,0,0,0
DELHI,ALT_BIRTH_19,1,2799,1,2799,2799,0,0,0,0,0
RAIPUR,ALT_BIRTH_19,1,3998,2,1999,3998,1,2999,1,2999,2999
JAIPUR,ALT_BIRTH_19,1,6998,2,3499,6998,0,0,0,0,0
GHAZIABAD,ALT_BIRTH_19,1,1499,1,1499,1499,0,0,0,0,0
DELHI,ALT_BIRTH_19,1,11993,1,11993,11993,0,0,0,0,0
VARANASI,ALT_MW_25,1,2995,1,2995,2995,0,0,0,0,0
LUCKNOW,ALT_MW_25,1,3495,1,3495,3495,0,0,0,0,0
ARRAH,ALT_MW_25,1,7993,1,7993,7993,1,7993,1,7993,7993
DHANBAD,ALT_MW_25,1,1799,1,1799,1799,1,1799,1,1799,1799
KOLKATA,ALT_MW_25,1,5298,1,5298,5298,1,5298,1,5298,5298
MUMBAI,ALT_MW_25,1,3999,1,3999,3999,1,3999,1,3999,3999
Gurgaon,ALT_MW_25,3,23251,3,7750,7750,0,0,0,0,0
KOLHAPUR,ALT_MW_25,2,14491,3,4830,7246,0,0,0,0,0
GHAZIABAD,ALT_MW_25,1,6498,1,6498,6498,0,0,0,0,0
MUZAFFARNAGAR,ALT_MW_25,1,6294,1,6294,6294,0,0,0,0,0
JAMMU,ALT_MW_25,1,3998,1,3998,3998,1,3998,1,3998,3998
GUNTUR,ALT_MW_25,1,2999,1,2999,2999,1,2999,1,2999,2999
DHANBAD,ALT_MW_25,1,9085,3,3028,9085,0,0,0,0,0
JAIPUR,ALT_MW_25,1,6894,1,6894,6894,0,0,0,0,0
BHOPAL,ALT_MW_25,1,-4623,1,-4623,-4623,0,0,0,0,0
LUCKNOW,ALT_MW_25,1,2799,1,2799,2799,0,0,0,0,0
PRAYAGRAJ,ALT_MW_25,1,10397,1,10397,10397,0,0,0,0,0
PUNE,ALT_MW_25,1,21588,2,10794,21588,0,0,0,0,0
PATNA,ALT_MW_25,1,7094,1,7094,7094,0,0,0,0,0
MUMBAI,ALT_MW_25,1,5898,1,5898,5898,0,0,0,0,0
DELHI,ALT_MW_25,1,2999,1,2999,2999,0,0,0,0,0
MUMBAI,ALT_MW_25,1,6999,1,6999,6999,1,6999,1,6999,6999
REWA,ALT_MW_25,1,2999,1,2999,2999,0,0,0,0,0
GOA,ALT_MW_25,3,12758,4,3190,4253,1,2399,1,2399,2399
SHILLONG,ALT_MW_25,1,11892,1,11892,11892,0,0,0,0,0
MEERUT,ALT_MW_25,1,6443,2,3222,6443,1,6443,2,3222,6443
MEERUT,ALT_MW_25,1,2097,1,2097,2097,0,0,0,0,0
PUNE,ALT_MW_25,1,10194,1,10194,10194,0,0,0,0,0
JAIPUR,ALT_MW_25,1,18186,3,6062,18186,0,0,0,0,0
HUBLI-DHARWAD,ALT_MW_25,1,8498,1,8498,8498,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,3,21884,3,7295,7295,0,0,0,0,0
PATNA,ALT_BIRTH_37,7,71120,11,6465,10160,2,9297,2,4648,4648
ANANTAPUR,ALT_BIRTH_37,1,4194,1,4194,4194,0,0,0,0,0
HAJIPUR,ALT_BIRTH_37,5,26891,7,3842,5378,0,0,0,0,0
GURUGRAM,ALT_BIRTH_37,6,16986,6,2831,2831,0,0,0,0,0
PATNA,ALT_BIRTH_37,2,23886,2,11943,11943,0,0,0,0,0
HALDWANI,ALT_BIRTH_37,5,29177,5,5835,5835,0,0,0,0,0
KOLKATA,ALT_BIRTH_37,9,60725,10,6072,6747,0,0,0,0,0
PUNE,ALT_BIRTH_37,7,46898,9,5211,6700,0,0,0,0,0
SILIGURI,ALT_BIRTH_37,4,25776,5,5155,6444,1,898,1,898,898
GURUGRAM,ALT_BIRTH_37,10,70905,10,7090,7090,0,0,0,0,0
DELHI,ALT_BIRTH_37,6,60472,7,8639,10079,0,0,0,0,0
VARANASI,ALT_BIRTH_37,5,57339,8,7167,11468,0,0,0,0,0
LUCKNOW,ALT_BIRTH_37,8,49263,12,4105,6158,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,4,48288,4,12072,12072,0,0,0,0,0
GORAKHPUR,ALT_BIRTH_37,11,58869,13,4528,5352,0,0,0,0,0
BILASPUR,ALT_BIRTH_37,2,4494,2,2247,2247,0,0,0,0,0
BALLARI,ALT_BIRTH_37,3,10992,3,3664,3664,0,0,0,0,0
MADURAI,ALT_BIRTH_37,3,35471,3,11824,11824,0,0,0,0,0
ONGOLE,ALT_BIRTH_37,4,16593,4,4148,4148,0,0,0,0,0
DELHI,ALT_BIRTH_37,8,46320,8,5790,5790,1,1797,1,1797,1797
KOLHAPUR,ALT_BIRTH_37,8,46353,9,5150,5794,1,5798,1,5798,5798
BENGALURU,ALT_BIRTH_37,3,28888,3,9629,9629,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,6,74463,7,10638,12410,0,0,0,0,0
VISAKHAPATNAM,ALT_BIRTH_37,6,44875,8,5609,7479,0,0,0,0,0
PUNE,ALT_BIRTH_37,8,75785,10,7578,9473,0,0,0,0,0
DEHRADUN,ALT_BIRTH_37,2,7989,2,3994,3994,0,0,0,0,0
FARIDABAD,ALT_BIRTH_37,5,23490,5,4698,4698,0,0,0,0,0
MOGA,ALT_BIRTH_37,7,71641,11,6513,10234,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,4,28794,6,4799,7198,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,7,109823,10,10982,15689,1,3598,1,3598,3598
GURUGRAM,ALT_BIRTH_37,6,30238,6,5040,5040,0,0,0,0,0
VARANASI,ALT_BIRTH_37,3,13094,3,4365,4365,0,0,0,0,0
VADODARA,ALT_BIRTH_37,2,32688,2,16344,16344,0,0,0,0,0
KANPUR,ALT_BIRTH_37,10,67351,12,5613,6735,2,9397,2,4698,4698
MUMBAI,ALT_BIRTH_37,5,45481,5,9096,9096,0,0,0,0,0
UDAIPUR,ALT_BIRTH_37,7,67710,10,6771,9673,2,10446,2,5223,5223
LUCKNOW,ALT_BIRTH_37,8,36878,9,4098,4610,0,0,0,0,0
LUCKNOW,ALT_BIRTH_37,9,55469,12,4622,6163,0,0,0,0,0
GOA,ALT_BIRTH_37,15,114396,19,6021,7626,0,0,0,0,0
RANCHI,ALT_BIRTH_37,9,73759,9,8195,8195,0,0,0,0,0
BARDHAMAN,ALT_BIRTH_37,3,18191,4,4548,6064,0,0,0,0,0
AZAMGARH,ALT_BIRTH_37,3,10599,3,3533,3533,0,0,0,0,0
NANDED WAGHALA,ALT_BIRTH_37,7,27183,11,2471,3883,2,5198,2,2599,2599
KANPUR,ALT_BIRTH_37,8,49717,14,3551,6215,1,3499,1,3499,3499
INDORE,ALT_BIRTH_37,3,14493,3,4831,4831,0,0,0,0,0
SHIMLA,ALT_BIRTH_37,6,38876,7,5554,6479,2,6897,2,3448,3448
JAMMU,ALT_BIRTH_37,3,5533,4,1383,1844,0,0,0,0,0
AHMEDABAD,ALT_BIRTH_37,3,7119,4,1780,2373,0,0,0,0,0
BOKARO STEEL CITY,ALT_BIRTH_37,3,15092,3,5031,5031,1,5997,1,5997,5997
AHMEDABAD,ALT_BIRTH_37,5,45552,9,5061,9110,1,5598,1,5598,5598
KOTA,ALT_BIRTH_37,10,64919,13,4994,6492,1,5794,1,5794,5794
DELHI,ALT_BIRTH_37,3,22789,3,7596,7596,0,0,0,0,0
NASHIK,ALT_BIRTH_37,11,67541,12,5628,6140,0,0,0,0,0
PUNE,ALT_BIRTH_37,4,29484,5,5897,7371,0,0,0,0,0
NAWADA,ALT_BIRTH_37,2,9097,2,4548,4548,1,2199,1,2199,2199
KARAD,ALT_BIRTH_37,3,18290,3,6097,6097,0,0,0,0,0
BHOPAL,ALT_BIRTH_37,14,94560,15,6304,6754,0,0,0,0,0
INDORE,ALT_BIRTH_37,5,65573,5,13115,13115,0,0,0,0,0
PILIBHIT,ALT_BIRTH_37,4,10049,4,2512,2512,1,2599,1,2599,2599
MANDI,ALT_BIRTH_37,4,24182,4,6046,6046,0,0,0,0,0
SAMBALPUR,ALT_BIRTH_37,7,35299,10,3530,5043,0,0,0,0,0
VIZIANAGARAM,ALT_BIRTH_37,2,18590,2,9295,9295,0,0,0,0,0
RANCHI,ALT_BIRTH_37,4,18988,4,4747,4747,0,0,0,0,0
REWA,ALT_BIRTH_37,5,23859,7,3408,4772,0,0,0,0,0
GUWAHATI,ALT_BIRTH_37,4,33467,5,6693,8367,0,0,0,0,0
CHANDRAPUR,ALT_BIRTH_37,4,14091,4,3523,3523,0,0,0,0,0
YAMUNANAGAR,ALT_BIRTH_37,3,8497,4,2124,2832,0,0,0,0,0
ETAH,ALT_BIRTH_37,1,5954,2,2977,5954,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_37,6,20789,6,3465,3465,0,0,0,0,0
SHILLONG,ALT_BIRTH_37,10,76064,10,7606,7606,2,9796,2,4898,4898
BHUBANESWAR,ALT_BIRTH_37,15,173704,25,6948,11580,1,3898,1,3898,3898
RAIPUR,ALT_BIRTH_37,8,48336,11,4394,6042,1,5198,1,5198,5198
NAHARLAGUN,ALT_BIRTH_37,3,24280,3,8093,8093,0,0,0,0,0
AKOLA,ALT_BIRTH_37,6,52270,7,7467,8712,1,2799,1,2799,2799
KORBA,ALT_BIRTH_37,3,10692,3,3564,3564,1,5594,1,5594,5594
Gurgaon,ALT_BIRTH_37,81,339216,104,3262,4188,4,9836,4,2459,2459
BHUBANESWAR,ALT_BIRTH_37,3,27578,5,5516,9193,0,0,0,0,0
PUNE,ALT_BIRTH_37,7,56631,7,8090,8090,1,6999,1,6999,6999
PATIALA,ALT_BIRTH_37,6,20630,7,2947,3438,0,0,0,0,0
PURNIA,ALT_BIRTH_37,2,5094,2,2547,2547,0,0,0,0,0
DELHI,ALT_BIRTH_37,5,25080,5,5016,5016,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,6,42882,9,4765,7147,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,4,23474,5,4695,5868,0,0,0,0,0
DURGAPUR,ALT_BIRTH_37,5,32482,5,6496,6496,1,1198,1,1198,1198
GHAZIABAD,ALT_BIRTH_37,4,32734,5,6547,8184,0,0,0,0,0
MEERUT,ALT_BIRTH_37,3,7093,3,2364,2364,2,4494,2,2247,2247
SIRSA,ALT_BIRTH_37,6,18085,6,3014,3014,0,0,0,0,0
BATHINDA,ALT_BIRTH_37,5,23691,7,3384,4738,1,2799,1,2799,2799
THIRUVANANTHAPURAM,ALT_BIRTH_37,1,2999,1,2999,2999,0,0,0,0,0
BAREILLY,ALT_BIRTH_37,5,24719,6,4120,4944,2,6147,2,3074,3074
BENGALURU,ALT_BIRTH_37,1,6491,1,6491,6491,0,0,0,0,0
INDORE,ALT_BIRTH_37,3,30916,3,10305,10305,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,3,14396,3,4799,4799,1,3999,1,3999,3999
NOIDA,ALT_BIRTH_37,5,18350,5,3670,3670,0,0,0,0,0
DELHI,ALT_BIRTH_37,6,41340,6,6890,6890,0,0,0,0,0
PUNE,ALT_BIRTH_37,5,29574,6,4929,5915,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,5,27853,7,3979,5571,1,2799,1,2799,2799
GAYA,ALT_BIRTH_37,2,12692,2,6346,6346,1,1499,1,1499,1499
BARIPADA,ALT_BIRTH_37,1,9892,2,4946,9892,0,0,0,0,0
BAREILLY,ALT_BIRTH_37,6,28981,6,4830,4830,1,2995,1,2995,2995
BRAHMAPUR,ALT_BIRTH_37,4,27410,6,4568,6852,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,2,6998,2,3499,3499,0,0,0,0,0
JALANDHAR,ALT_BIRTH_37,3,16078,3,5359,5359,0,0,0,0,0
KARNAL,ALT_BIRTH_37,5,27175,7,3882,5435,0,0,0,0,0
TIRUPATI,ALT_BIRTH_37,4,28290,6,4715,7072,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,10,68114,10,6811,6811,1,5198,1,5198,5198
HISAR,ALT_BIRTH_37,5,28383,7,4055,5677,0,0,0,0,0
BHILWARA,ALT_BIRTH_37,4,20381,5,4076,5095,1,2999,1,2999,2999
SANGLI MIRAJ KUPWAD,ALT_BIRTH_37,7,56242,14,4017,8035,2,6498,2,3249,3249
SEONI,ALT_BIRTH_37,2,18279,4,4570,9140,0,0,0,0,0
GUNTUR,ALT_BIRTH_37,7,79292,8,9912,11327,0,0,0,0,0
JABALPUR,ALT_BIRTH_37,4,19390,5,3878,4848,1,3299,1,3299,3299
GHAZIABAD,ALT_BIRTH_37,2,22393,2,11196,11196,1,1198,1,1198,1198
SRI GANGANAGAR,ALT_BIRTH_37,1,11292,1,11292,11292,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,8,79077,15,5272,9885,2,6294,2,3147,3147
HYDERABAD,ALT_BIRTH_37,5,40484,5,8097,8097,0,0,0,0,0
UJJAIN,ALT_BIRTH_37,1,11991,3,3997,11991,0,0,0,0,0
RAIPUR,ALT_BIRTH_37,6,23387,6,3898,3898,1,2999,1,2999,2999
ASANSOL,ALT_BIRTH_37,4,13129,7,1876,3282,2,2388,2,1194,1194
KOCHI,ALT_BIRTH_37,5,35083,6,5847,7017,0,0,0,0,0
AJMER,ALT_BIRTH_37,1,5198,1,5198,5198,0,0,0,0,0
MORADABAD,ALT_BIRTH_37,6,27588,13,2122,4598,0,0,0,0,0
RAIGARH,ALT_BIRTH_37,3,12782,3,4261,4261,1,3594,1,3594,3594
NAGPUR,ALT_BIRTH_37,6,46575,6,7762,7762,0,0,0,0,0
LUDHIANA,ALT_BIRTH_37,3,10892,3,3631,3631,0,0,0,0,0
LUCKNOW,ALT_BIRTH_37,6,43586,9,4843,7264,2,1198,2,599,599
THANE,ALT_BIRTH_37,11,84980,16,5311,7725,1,2999,1,2999,2999
CHENNAI,ALT_BIRTH_37,5,22188,5,4438,4438,0,0,0,0,0
BETTIAH,ALT_BIRTH_37,1,5798,1,5798,5798,0,0,0,0,0
AMBIKAPUR,ALT_BIRTH_37,2,9493,2,4746,4746,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,3,13694,3,4565,4565,0,0,0,0,0
SITAMARHI,ALT_BIRTH_37,1,5997,1,5997,5997,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,3,29270,4,7318,9757,0,0,0,0,0
SONIPAT,ALT_BIRTH_37,2,12187,2,6094,6094,0,0,0,0,0
PUNE,ALT_BIRTH_37,11,95781,11,8707,8707,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,6,31217,6,5203,5203,0,0,0,0,0
GUWAHATI,ALT_BIRTH_37,1,5398,2,2699,5398,0,0,0,0,0
MORADABAD,ALT_BIRTH_37,4,65432,5,13086,16358,0,0,0,0,0
KOLKATA,ALT_BIRTH_37,5,42077,6,7013,8415,0,0,0,0,0
THANE,ALT_BIRTH_37,2,5249,2,2624,2624,0,0,0,0,0
NAGPUR,ALT_BIRTH_37,9,56015,12,4668,6224,1,2799,1,2799,2799
AGARTALA,ALT_BIRTH_37,5,19623,5,3925,3925,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_37,1,7796,1,7796,7796,0,0,0,0,0
KOLKATA,ALT_BIRTH_37,4,29613,6,4936,7403,1,2999,1,2999,2999
VISAKHAPATNAM,ALT_BIRTH_37,1,3633,1,3633,3633,0,0,0,0,0
SAHARANPUR,ALT_BIRTH_37,2,25084,3,8361,12542,0,0,0,0,0
THANE,ALT_BIRTH_37,5,49942,5,9988,9988,0,0,0,0,0
DELHI,ALT_BIRTH_37,3,18789,5,3758,6263,0,0,0,0,0
CHENNAI,ALT_BIRTH_37,6,69021,6,11504,11504,0,0,0,0,0
ROURKELA,ALT_BIRTH_37,3,23284,4,5821,7761,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,2,16798,2,8399,8399,0,0,0,0,0
LUDHIANA,ALT_BIRTH_37,1,2799,1,2799,2799,0,0,0,0,0
SIWAN,ALT_BIRTH_37,4,64771,4,16193,16193,0,0,0,0,0
VARANASI,ALT_BIRTH_37,4,14595,5,2919,3649,0,0,0,0,0
BARAMATI,ALT_BIRTH_37,4,23792,5,4758,5948,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,6,58734,9,6526,9789,0,0,0,0,0
JAMSHEDPUR,ALT_BIRTH_37,9,87282,11,7935,9698,0,0,0,0,0
PRAYAGRAJ,ALT_BIRTH_37,5,23166,5,4633,4633,0,0,0,0,0
CHENNAI,ALT_BIRTH_37,4,67853,6,11309,16963,0,0,0,0,0
GONDA,ALT_BIRTH_37,4,11592,6,1932,2898,0,0,0,0,0
KOTTAYAM,ALT_BIRTH_37,2,17088,3,5696,8544,1,2399,1,2399,2399
CHHAPRA,ALT_BIRTH_37,3,51269,5,10254,17090,0,0,0,0,0
GURUGRAM,ALT_BIRTH_37,2,9444,3,3148,4722,0,0,0,0,0
MOTIHARI,ALT_BIRTH_37,3,7996,5,1599,2665,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,2,13288,2,6644,6644,0,0,0,0,0
GORAKHPUR,ALT_BIRTH_37,4,12514,5,2503,3128,0,0,0,0,0
MEERUT,ALT_BIRTH_37,5,53966,6,8994,10793,0,0,0,0,0
JOWAI,ALT_BIRTH_37,2,16482,2,8241,8241,1,1695,1,1695,1695
RAMGARH CANTONMENT,ALT_BIRTH_37,1,2799,1,2799,2799,1,2799,1,2799,2799
GUWAHATI,ALT_BIRTH_37,7,50493,8,6312,7213,0,0,0,0,0
BHILAI NAGAR,ALT_BIRTH_37,2,35688,3,11896,17844,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,3,22664,5,4533,7555,0,0,0,0,0
KURNOOL,ALT_BIRTH_37,8,64558,11,5869,8070,0,0,0,0,0
RAXAUL BAZAR,ALT_BIRTH_37,1,5599,1,5599,5599,0,0,0,0,0
KANPUR,ALT_BIRTH_37,3,22005,4,5501,7335,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_37,3,23693,3,7898,7898,0,0,0,0,0
DEHRADUN,ALT_BIRTH_37,2,39968,3,13323,19984,0,0,0,0,0
DELHI,ALT_BIRTH_37,7,44969,9,4997,6424,0,0,0,0,0
MUZAFFARPUR,ALT_BIRTH_37,3,14531,3,4844,4844,1,2999,1,2999,2999
JAIPUR,ALT_BIRTH_37,3,25679,5,5136,8560,0,0,0,0,0
PUNE,ALT_BIRTH_37,5,30879,6,5146,6176,0,0,0,0,0
AURANGABAD,ALT_BIRTH_37,4,31571,5,6314,7893,0,0,0,0,0
PATNA,ALT_BIRTH_37,3,19400,5,3880,6467,0,0,0,0,0
DIMAPUR,ALT_BIRTH_37,3,23586,3,7862,7862,0,0,0,0,0
RAI BAREILLY,ALT_BIRTH_37,1,1999,1,1999,1999,0,0,0,0,0
AHMEDABAD,ALT_BIRTH_37,3,14681,5,2936,4894,0,0,0,0,0
JAMMU,ALT_BIRTH_37,3,24781,3,8260,8260,0,0,0,0,0
SULTANPUR,ALT_BIRTH_37,3,33393,4,8348,11131,0,0,0,0,0
JODHPUR,ALT_BIRTH_37,8,91940,14,6567,11492,1,2599,1,2599,2599
PUNE,ALT_BIRTH_37,4,35340,6,5890,8835,0,0,0,0,0
RAIPUR,ALT_BIRTH_37,7,38972,8,4872,5567,0,0,0,0,0
LUCKNOW,ALT_BIRTH_37,3,7693,3,2564,2564,0,0,0,0,0
VADODARA,ALT_BIRTH_37,2,18622,4,4656,9311,1,1995,1,1995,1995
ITANAGAR,ALT_BIRTH_37,3,20074,6,3346,6691,0,0,0,0,0
HUBLI-DHARWAD,ALT_BIRTH_37,2,18287,2,9144,9144,0,0,0,0,0
KAKINADA,ALT_BIRTH_37,4,11592,4,2898,2898,1,2599,1,2599,2599
ARRAH,ALT_BIRTH_37,6,93869,6,15645,15645,0,0,0,0,0
MUZAFFARPUR,ALT_BIRTH_37,1,2399,1,2399,2399,0,0,0,0,0
DELHI,ALT_BIRTH_37,3,9496,6,1583,3165,0,0,0,0,0
FARRUKHABAD-CUM-FATEHGARH,ALT_BIRTH_37,2,15195,4,3799,7598,0,0,0,0,0
BHAGALPUR,ALT_BIRTH_37,1,11392,3,3797,11392,0,0,0,0,0
KOTHAPET,ALT_BIRTH_37,1,12592,1,12592,12592,0,0,0,0,0
RUDRAPUR,ALT_BIRTH_37,5,21978,5,4396,4396,0,0,0,0,0
TEZPUR,ALT_BIRTH_37,4,11905,4,2976,2976,0,0,0,0,0
VIJAYAWADA,ALT_BIRTH_37,2,11388,2,5694,5694,0,0,0,0,0
BELGAUM,ALT_BIRTH_37,2,27436,4,6859,13718,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,2,6215,2,3108,3108,0,0,0,0,0
ALWAR,ALT_BIRTH_37,3,13693,4,3423,4564,0,0,0,0,0
CHANDIGARH,ALT_BIRTH_37,2,12237,5,2447,6118,0,0,0,0,0
AJMER,ALT_BIRTH_37,2,13906,2,6953,6953,0,0,0,0,0
SALEM,ALT_BIRTH_37,4,10036,5,2007,2509,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,7,63178,7,9025,9025,0,0,0,0,0
PATNA,ALT_BIRTH_37,3,39086,7,5584,13029,0,0,0,0,0
ROHTAK,ALT_BIRTH_37,2,17988,3,5996,8994,0,0,0,0,0
DELHI,ALT_BIRTH_37,6,24619,6,4103,4103,0,0,0,0,0
